Name,ShortName,ModeAndPID,Equation,Min Value,Max Value,Units,Header
"[ЦЭКБС] Наружная Температура","T ext","228002","A-40","0","255","*C","745"
"[ЦЭКБС] Скорость Автомобиля","speed цэкбс","2165","(1.0*((A*256+B)))/100","0","250","км/час","745"
"[Торм] Значение Наклона","наклон","220206","signed(F)","0","0","%","755"
"[Торм] Измер. Усилие Левой Задней Торм. Скобы","усил лев супп","220206","(1.0*(G))/10*100","0","0","daN","755"
"[Торм] Измер. Усилие Правой Задней Торм. Скобы","усил прав супп","220206","(1.0*(H))/10*100","0","0","daN","755"
"[Торм] Температура Задних Тормозов","T brake","220206","(N*256+O)","0","0","*C","755"
"[БЗИК] Заряд От Генератора","заряд","2122","0.390625*C","0","0","%","74D"
"[БЗИК] Напряжение Аккумуляторной Батареи 12 В","V акб","2122","0.0625*B","0","0","V","74D"
"[БЗИК] Компрессор Кондиционера","AC компр","2104","{D:6}","0","0","","74D"
"[К9К] Вода В Топливе","water!","222058","{A:0}","0","0","",""
"[К9К] Дефолтная Установка Оборотов Двигателя","default rpm","222024","(A*256+B)/4","0","0","",""
"[К9К] Кол-Во Свечей Подогрева Ож","T-plugs cnt","22201D","{A:0}+{A:0}+{A:1}+{A:2}","0","0","",""
"[К9К] Статус Акпп: 2-Мкпп","статус КПП","222096","{A:0}+{A:1}","0","0","",""
"[К9К] Статус Кондиционера","AC state","22201E","{A:0}","0","0","",""
"[К9К] Статус Работы Стартера","starter on","222046","{A:0}+{A:1}","0","0","",""
"[К9К] Статус Успешн. Заверш. Реген Dpf","succes regen key","2224AB","{A:0}","0","0","",""
"[К9К] Уровень Заполнения Dpf","DPF load","2224AF","{A:0}+{A:1}","0","0","",""
